date,usd_vnd_rate,interest_rate_state,interest_rate_market,interest_rate_spread,dxy_index,fed_rate,World_Price_USD_Ounce,World_Price_VND,Domestic_Premium
2025-07-31,26200.0,4.92,5.32,0.40000000000000036,100.02999877929688,4.5,3293.199951171875,104025698.85361573,17174301.14638427
2025-08-01,26197.0,4.92,5.32,0.40000000000000036,98.69000244140625,4.5,3347.699951171875,105735138.02527735,
2025-08-02,26197.0,4.92,5.32,0.40000000000000036,98.69000244140625,4.5,3347.699951171875,105735138.02527735,17764861.974722654
2025-08-03,26197.0,4.92,5.32,0.40000000000000036,98.69000244140625,4.5,3347.699951171875,105735138.02527735,
2025-08-04,26190.0,4.92,5.32,0.40000000000000036,98.77999877929688,4.5,3374.39990234375,106549961.89480884,16750038.105191156
2025-08-05,26174.0,4.92,5.32,0.40000000000000036,98.77999877929688,4.5,3381.89990234375,106721543.49418268,17078456.505817324
2025-08-06,26225.0,4.92,5.32,0.40000000000000036,98.18000030517578,4.5,3380.0,106869418.825,16930581.174999997
2025-08-07,26200.0,4.92,5.32,0.40000000000000036,98.4000015258789,4.5,3400.300048828125,107408779.95138429,16691220.048615709
2025-08-08,26190.0,4.92,5.32,0.40000000000000036,98.18000030517578,4.5,3439.10009765625,108592933.54744117,15407066.45255883
2025-08-09,26190.0,4.92,5.32,0.40000000000000036,98.18000030517578,4.5,3439.10009765625,108592933.54744117,
2025-08-10,26190.0,4.92,5.32,0.40000000000000036,98.18000030517578,4.5,3439.10009765625,108592933.54744117,
2025-08-11,26200.0,4.92,5.32,0.40000000000000036,98.5199966430664,4.5,3353.10009765625,105917826.47776857,17982173.52223143
2025-08-12,26231.0,4.92,5.32,0.40000000000000036,98.0999984741211,4.5,3348.89990234375,105910316.21841654,17989683.78158346
2025-08-13,26245.0,4.92,5.32,0.40000000000000036,97.83999633789062,4.5,3358.699951171875,106276938.5654416,17623061.434558406
2025-08-14,26265.0,4.92,5.32,0.40000000000000036,98.25,4.5,3335.199951171875,105613766.5619892,19086233.438010797
2025-08-15,26230.0,4.92,5.32,0.40000000000000036,97.8499984741211,4.5,3336.0,105498329.532,19001670.467999995
2025-08-16,26230.0,4.92,5.32,0.40000000000000036,97.8499984741211,4.5,3336.0,105498329.532,
2025-08-17,26230.0,4.92,5.32,0.40000000000000036,97.8499984741211,4.5,3336.0,105498329.532,
2025-08-18,26240.0,4.92,5.32,0.40000000000000036,98.16999816894531,4.5,3331.699951171875,105402512.57046095,19297487.429539055
2025-08-19,26275.0,4.92,5.32,0.40000000000000036,98.2699966430664,4.5,3313.39990234375,104963385.561651,
2025-08-20,26290.0,4.92,5.32,0.40000000000000036,98.22000122070312,4.5,3343.39990234375,105974203.72553492,18825796.274465084
2025-08-21,26370.0,4.92,5.32,0.40000000000000036,98.62000274658203,4.5,3336.89990234375,106090026.89466578,19309973.105334222
2025-08-22,26405.0,4.92,5.32,0.40000000000000036,97.72000122070312,4.5,3374.39990234375,107424656.12189491,17975343.87810509
2025-08-23,26405.0,4.92,5.32,0.40000000000000036,97.72000122070312,4.5,3374.39990234375,107424656.12189491,19175343.87810509
2025-08-24,26405.0,4.92,5.32,0.40000000000000036,97.72000122070312,4.5,3374.39990234375,107424656.12189491,
2025-08-25,26300.0,4.92,5.32,0.40000000000000036,98.43000030517578,4.5,3373.800048828125,106978459.35927124,19921540.640728757
2025-08-26,26300.0,4.92,5.32,0.40000000000000036,98.2300033569336,4.5,3388.60009765625,107447748.1135425,20252251.886457503
