timestamp,gold_code,buy_price,sell_price
2025-10-04,SJCVIETNAM,136600000.0,138600000.0
2025-10-04,XAUUSD,3880.800048828125,3880.800048828125
2025-10-05,XAUUSD,3880.800048828125,3880.800048828125
2025-10-06,SJCVIETNAM,137100000.0,139100000.0
2025-10-06,XAUUSD,3948.5,3948.5
2025-10-07,SJCVIETNAM,138600000.0,140600000.0
2025-10-07,XAUUSD,3976.60009765625,3976.60009765625
2025-10-08,SJCVIETNAM,139400000.0,141400000.0
2025-10-08,XAUUSD,4043.300048828125,4043.300048828125
2025-10-09,SJCVIETNAM,140500000.0,142500000.0
2025-10-09,XAUUSD,3946.300048828125,3946.300048828125
2025-10-10,SJCVIETNAM,139900000.0,141900000.0
2025-10-10,XAUUSD,3975.89990234375,3975.89990234375
2025-10-11,SJCVIETNAM,140800000.0,142800000.0
2025-10-11,XAUUSD,3975.89990234375,3975.89990234375
2025-10-12,XAUUSD,3975.89990234375,3975.89990234375
2025-10-13,SJCVIETNAM,141600000.0,143600000.0
2025-10-13,XAUUSD,4108.60009765625,4108.60009765625
2025-10-14,SJCVIETNAM,144900000.0,146400000.0
2025-10-14,XAUUSD,4138.7001953125,4138.7001953125
2025-10-15,SJCVIETNAM,145300000.0,147300000.0
2025-10-15,XAUUSD,4176.89990234375,4176.89990234375
2025-10-16,SJCVIETNAM,146600000.0,148600000.0
2025-10-16,XAUUSD,4280.2001953125,4280.2001953125
2025-10-17,SJCVIETNAM,150200000.0,152200000.0
2025-10-17,XAUUSD,4189.89990234375,4189.89990234375
2025-10-18,SJCVIETNAM,149500000.0,151000000.0
2025-10-18,XAUUSD,4189.89990234375,4189.89990234375
2025-10-19,XAUUSD,4189.89990234375,4189.89990234375
2025-10-20,SJCVIETNAM,150000000.0,151000000.0
2025-10-20,XAUUSD,4336.39990234375,4336.39990234375
2025-10-21,SJCVIETNAM,153600000.0,154600000.0
2025-10-21,XAUUSD,4087.699951171875,4087.699951171875
2025-10-22,SJCVIETNAM,146500000.0,148500000.0
2025-10-22,XAUUSD,4044.39990234375,4044.39990234375
2025-10-23,SJCVIETNAM,147500000.0,149500000.0
2025-10-23,XAUUSD,4125.5,4125.5
2025-10-24,SJCVIETNAM,147800000.0,149800000.0
2025-10-24,XAUUSD,4118.39990234375,4118.39990234375
2025-10-25,SJCVIETNAM,147200000.0,149200000.0
